Dataset,File,date,processing_timestamp,Units,HCHO_Mean (molecules/cm²),HCHO_Min (molecules/cm²),HCHO_Max (molecules/cm²),HCHO_Mean (DU),HCHO_Min (DU),HCHO_Max (DU),Min_Lat,Min_Lon,Max_Lat,Max_Lon
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1110_v003-2019m0726t030309.nc,11/10/2008,7/26/2019,molecules/cm²,2.973E+15,-3.96E+18,6.64E+17,0.11,-147.37,24.68,-26.75,31.96,-15.35,-73.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1109_v003-2019m0726t030341.nc,11/9/2008,7/26/2019,molecules/cm²,3.058E+15,-3.92E+18,9.19E+18,0.11,-145.54,341.54,-6.15,-58.14,-28.75,22.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1108_v003-2019m0726t030617.nc,11/8/2008,7/26/2019,molecules/cm²,2.86E+15,-3.80E+18,2.39E+18,0.11,-141.17,88.74,-8.75,126.37,30.95,-167.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1107_v003-2019m0726t030635.nc,11/7/2008,7/26/2019,molecules/cm²,2.67E+15,-4.54E+18,2.13E+18,0.1,-168.92,79.12,-4.55,136.27,33.95,-157.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1106_v003-2019m0726t030235.nc,11/6/2008,7/26/2019,molecules/cm²,2.533E+15,-3.65E+18,2.37E+18,0.09,-135.77,87.98,-12.15,-74.94,21.05,-154.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1105_v003-2019m0726t025629.nc,11/5/2008,7/26/2019,molecules/cm²,2.637E+15,-5.53E+18,4.62E+17,0.1,-205.57,17.19,-9.65,159.77,-34.85,-53.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1104_v003-2019m0726t030334.nc,11/4/2008,7/26/2019,molecules/cm²,3.011E+15,-3.53E+18,6.99E+17,0.11,-131.13,25.97,-11.85,17.96,34.05,58.26
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1103_v003-2019m0726t030411.nc,11/3/2008,7/26/2019,molecules/cm²,2.812E+15,-7.16E+18,7.41E+17,0.1,-266.22,27.56,-5.35,-66.74,-27.05,132.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1102_v003-2019m0726t025633.nc,11/2/2008,7/26/2019,molecules/cm²,2.934E+15,-6.66E+18,1.61E+18,0.11,-247.44,59.74,0.95,16.96,-8.65,120.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1101_v003-2019m0726t025926.nc,11/1/2008,7/26/2019,molecules/cm²,2.919E+15,-3.65E+18,1.88E+18,0.11,-135.74,69.95,36.95,92.07,2.05,178.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1031_v003-2019m0726t030346.nc,10/31/2008,7/26/2019,molecules/cm²,2.892E+15,-6.15E+18,8.87E+17,0.11,-228.48,32.95,10.65,-62.44,-15.05,14.26
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1030_v003-2019m0726t025940.nc,10/30/2008,7/26/2019,molecules/cm²,2.737E+15,-3.50E+18,1.72E+18,0.1,-129.97,64.07,2.95,-75.74,-0.85,-71.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1029_v003-2019m0726t030157.nc,10/29/2008,7/26/2019,molecules/cm²,2.765E+15,-4.22E+18,7.29E+17,0.1,-157.04,27.1,-6.85,60.76,-11.45,-63.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1028_v003-2019m0726t025912.nc,10/28/2008,7/26/2019,molecules/cm²,3.052E+15,-6.30E+18,2.03E+18,0.11,-234,75.6,-44.35,-65.84,19.85,-167.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1027_v003-2019m0726t030227.nc,10/27/2008,7/26/2019,molecules/cm²,3.047E+15,-5.50E+18,9.26E+18,0.11,-204.58,344.36,-1.15,32.76,-14.35,-151.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1026_v003-2019m0726t030311.nc,10/26/2008,7/26/2019,molecules/cm²,2.916E+15,-4.03E+18,6.77E+17,0.11,-149.74,25.18,-8.75,114.47,13.75,-86.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1025_v003-2019m0726t025628.nc,10/25/2008,7/26/2019,molecules/cm²,2.698E+15,-3.71E+18,2.80E+18,0.1,-137.74,104.24,6.75,-71.54,-33.75,-58.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1024_v003-2019m0726t030658.nc,10/24/2008,7/26/2019,molecules/cm²,2.651E+15,-3.78E+18,3.48E+18,0.1,-140.47,129.33,-16.25,-56.04,-11.25,-169.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1023_v003-2019m0726t025331.nc,10/23/2008,7/26/2019,molecules/cm²,2.779E+15,-4.95E+18,5.89E+17,0.1,-183.84,21.9,-14.55,-74.14,-7.15,-49.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1022_v003-2019m0726t025815.nc,10/22/2008,7/26/2019,molecules/cm²,2.716E+15,-4.12E+18,6.49E+17,0.1,-153.22,24.13,9.35,-68.44,28.55,83.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1021_v003-2019m0726t025608.nc,10/21/2008,7/26/2019,molecules/cm²,3.071E+15,-4.58E+18,1.64E+18,0.11,-170.2,60.88,-1.15,22.76,10.75,147.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1020_v003-2019m0726t030333.nc,10/20/2008,7/26/2019,molecules/cm²,3.151E+15,-5.51E+18,2.41E+18,0.12,-204.93,89.53,42.05,73.27,-21.95,115.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1019_v003-2019m0726t025900.nc,10/19/2008,7/26/2019,molecules/cm²,3.1E+15,-4.66E+18,1.22E+18,0.12,-173.34,45.43,-20.25,122.77,37.85,14.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1018_v003-2019m0726t025507.nc,10/18/2008,7/26/2019,molecules/cm²,2.806E+15,-8.82E+18,2.74E+18,0.1,-327.69,101.78,1.65,30.46,-10.75,-153.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1017_v003-2019m0726t024658.nc,10/17/2008,7/26/2019,molecules/cm²,2.602E+15,-4.35E+18,2.00E+18,0.1,-161.56,74.28,11.45,-173.25,-8.75,120.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1016_v003-2019m0726t030038.nc,10/16/2008,7/26/2019,molecules/cm²,2.706E+15,-8.72E+18,1.85E+18,0.1,-324.31,68.77,38.15,43.56,4.35,29.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1015_v003-2019m0726t025508.nc,10/15/2008,7/26/2019,molecules/cm²,2.838E+15,-5.34E+18,2.38E+18,0.11,-198.64,88.45,-21.55,-56.44,-8.85,117.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1014_v003-2019m0726t030013.nc,10/14/2008,7/26/2019,molecules/cm²,2.829E+15,-8.49E+18,1.75E+18,0.11,-315.68,64.86,-14.65,-71.84,-3.65,126.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1013_v003-2019m0726t025459.nc,10/13/2008,7/26/2019,molecules/cm²,2.689E+15,-3.23E+18,3.35E+18,0.1,-120.09,124.52,-7.05,106.67,-30.85,-168.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1012_v003-2019m0726t024645.nc,10/12/2008,7/26/2019,molecules/cm²,3.049E+15,-4.62E+18,1.90E+18,0.11,-171.63,70.54,10.85,39.26,37.25,-8.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1011_v003-2019m0726t025912.nc,10/11/2008,7/26/2019,molecules/cm²,3.041E+15,-3.50E+18,3.41E+18,0.11,-129.93,126.68,-0.35,130.47,9.85,178.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1010_v003-2019m0726t025513.nc,10/10/2008,7/26/2019,molecules/cm²,2.932E+15,-7.11E+18,2.84E+18,0.11,-264.31,105.62,45.25,81.27,28.45,-174.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1009_v003-2019m0726t030012.nc,10/9/2008,7/26/2019,molecules/cm²,2.968E+15,-6.26E+18,2.12E+18,0.11,-232.62,78.61,-19.15,-66.14,34.75,49.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1008_v003-2019m0726t025556.nc,10/8/2008,7/26/2019,molecules/cm²,2.849E+15,-6.93E+18,1.94E+18,0.11,-257.42,72.18,-7.45,115.07,38.85,108.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1007_v003-2019m0726t025959.nc,10/7/2008,7/26/2019,molecules/cm²,3.154E+15,-6.01E+18,3.70E+18,0.12,-223.35,137.65,15.65,-2.84,-17.75,-65.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1006_v003-2019m0726t025630.nc,10/6/2008,7/26/2019,molecules/cm²,3.267E+15,-6.77E+18,1.47E+18,0.12,-251.51,54.77,-7.25,136.67,30.45,82.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1005_v003-2019m0726t025516.nc,10/5/2008,7/26/2019,molecules/cm²,2.897E+15,-4.78E+18,1.89E+18,0.11,-177.55,70.38,37.35,87.77,-26.85,-66.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1004_v003-2019m0726t025918.nc,10/4/2008,7/26/2019,molecules/cm²,3.039E+15,-4.67E+18,2.38E+18,0.11,-173.51,88.47,-2.35,132.57,-3.55,136.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1003_v003-2019m0726t025621.nc,10/3/2008,7/26/2019,molecules/cm²,3.105E+15,-7.22E+18,1.48E+18,0.12,-268.36,54.95,-29.15,25.86,6.45,-28.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1002_v003-2019m0726t025516.nc,10/2/2008,7/26/2019,molecules/cm²,3.07E+15,-4.70E+18,6.94E+17,0.11,-174.86,25.79,10.15,77.37,-24.45,132.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m1001_v003-2019m0726t025012.nc,10/1/2008,7/26/2019,molecules/cm²,3.059E+15,-8.27E+18,2.73E+18,0.11,-307.25,101.28,11.35,-11.14,34.45,-111.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0930_v003-2019m0726t024129.nc,9/30/2008,7/26/2019,molecules/cm²,3.251E+15,-8.94E+18,2.29E+18,0.12,-332.48,84.96,-11.85,-44.54,35.05,97.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0927_v003-2019m0726t023823.nc,9/27/2008,7/26/2019,molecules/cm²,3.33E+15,-1.15E+18,4.33E+16,0.12,-42.55,1.61,27.05,170.47,4.05,-179.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0926_v003-2019m0726t024851.nc,9/26/2008,7/26/2019,molecules/cm²,3.996E+15,-7.99E+18,2.95E+18,0.15,-296.83,109.62,-9.15,-51.44,30.65,-7.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0925_v003-2019m0726t024807.nc,9/25/2008,7/26/2019,molecules/cm²,3.267E+15,-5.43E+18,2.73E+18,0.12,-201.75,101.41,40.95,115.27,31.25,173.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0924_v003-2019m0726t024601.nc,9/24/2008,7/26/2019,molecules/cm²,3.492E+15,-3.94E+18,2.30E+18,0.13,-146.34,85.4,37.15,-90.24,-9.85,-77.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0923_v003-2019m0726t025433.nc,9/23/2008,7/26/2019,molecules/cm²,3.148E+15,-4.93E+18,2.36E+18,0.12,-183.42,87.73,-1.85,28.76,31.35,99.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0922_v003-2019m0726t025403.nc,9/22/2008,7/26/2019,molecules/cm²,3.146E+15,-5.32E+18,2.58E+18,0.12,-197.63,95.8,-1.45,138.77,8.95,40.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0921_v003-2019m0726t025353.nc,9/21/2008,7/26/2019,molecules/cm²,3.151E+15,-6.80E+18,1.31E+18,0.12,-252.8,48.55,-14.15,-71.04,7.35,-47.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0920_v003-2019m0726t025009.nc,9/20/2008,7/26/2019,molecules/cm²,3.295E+15,-4.86E+18,1.69E+18,0.12,-180.81,62.65,31.85,102.97,7.65,38.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0919_v003-2019m0726t024550.nc,9/19/2008,7/26/2019,molecules/cm²,3.229E+15,-8.87E+18,2.65E+18,0.12,-329.71,98.46,-13.95,-73.24,19.05,-101.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0918_v003-2019m0726t025009.nc,9/18/2008,7/26/2019,molecules/cm²,3.325E+15,-5.04E+18,5.43E+17,0.12,-187.48,20.17,35.45,49.46,-22.65,-65.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0917_v003-2019m0726t025459.nc,9/17/2008,7/26/2019,molecules/cm²,3.21E+15,-6.22E+18,3.30E+17,0.12,-231.24,12.26,-8.15,-166.85,18.25,109.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0916_v003-2019m0726t024415.nc,9/16/2008,7/26/2019,molecules/cm²,3.182E+15,-5.39E+18,1.12E+18,0.12,-200.47,41.47,-15.35,-71.34,-14.35,-70.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0915_v003-2019m0726t025447.nc,9/15/2008,7/26/2019,molecules/cm²,3.415E+15,-5.16E+18,4.71E+17,0.13,-191.96,17.51,7.25,39.26,-10.85,-173.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0914_v003-2019m0726t023851.nc,9/14/2008,7/26/2019,molecules/cm²,3.382E+15,-7.71E+18,5.47E+17,0.13,-286.5,20.34,-14.15,-74.74,-14.05,-71.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0913_v003-2019m0726t024942.nc,9/13/2008,7/26/2019,molecules/cm²,3.253E+15,-4.30E+18,4.78E+17,0.12,-159.8,17.78,1.25,-60.64,8.15,31.36
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0912_v003-2019m0726t024213.nc,9/12/2008,7/26/2019,molecules/cm²,3.187E+15,-5.24E+18,1.32E+18,0.12,-194.72,48.92,-14.55,-70.74,-17.25,-67.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0911_v003-2019m0726t025043.nc,9/11/2008,7/26/2019,molecules/cm²,3.098E+15,-6.97E+18,1.99E+18,0.12,-259.22,74.13,28.75,52.86,2.45,37.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0910_v003-2019m0726t025512.nc,9/10/2008,7/26/2019,molecules/cm²,3.496E+15,-8.79E+18,3.07E+18,0.13,-326.57,114.12,-13.25,-75.14,31.15,91.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0909_v003-2019m0726t024938.nc,9/9/2008,7/26/2019,molecules/cm²,3.619E+15,-5.58E+18,2.07E+18,0.13,-207.49,76.84,3.55,30.76,31.65,77.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0908_v003-2019m0726t024923.nc,9/8/2008,7/26/2019,molecules/cm²,3.174E+15,-4.87E+18,5.70E+17,0.12,-180.96,21.2,-16.35,144.87,37.75,103.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0907_v003-2019m0726t024840.nc,9/7/2008,7/26/2019,molecules/cm²,3.172E+15,-7.92E+18,2.44E+18,0.12,-294.29,90.6,3.25,101.97,-14.35,-70.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0906_v003-2019m0726t025055.nc,9/6/2008,7/26/2019,molecules/cm²,3.34E+15,-5.21E+18,9.34E+17,0.12,-193.85,34.71,41.05,128.07,-10.45,-60.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0905_v003-2019m0726t025019.nc,9/5/2008,7/26/2019,molecules/cm²,3.411E+15,-4.25E+18,3.10E+18,0.13,-157.88,115.25,29.65,92.87,19.65,-99.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0904_v003-2019m0726t025049.nc,9/4/2008,7/26/2019,molecules/cm²,3.387E+15,-5.78E+18,1.77E+18,0.13,-214.74,65.72,37.65,101.37,16.55,159.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0903_v003-2019m0726t024900.nc,9/3/2008,7/26/2019,molecules/cm²,3.455E+15,-7.92E+18,4.66E+18,0.13,-294.4,173.2,-10.65,-76.14,-9.35,-77.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0902_v003-2019m0726t024531.nc,9/2/2008,7/26/2019,molecules/cm²,3.514E+15,-5.98E+18,2.18E+18,0.13,-222.16,81.01,42.05,72.17,15.15,-90.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0901_v003-2019m0726t025108.nc,9/1/2008,7/26/2019,molecules/cm²,3.799E+15,-8.74E+18,4.84E+18,0.14,-324.98,179.73,-6.55,-78.24,-14.15,-72.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0831_v003-2019m0726t024906.nc,8/31/2008,7/26/2019,molecules/cm²,3.444E+15,-6.62E+18,2.23E+18,0.13,-246,82.95,41.85,44.16,51.95,95.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0830_v003-2019m0726t024759.nc,8/30/2008,7/26/2019,molecules/cm²,3.307E+15,-7.89E+18,2.26E+18,0.12,-293.45,83.86,13.85,38.76,-24.15,-161.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0829_v003-2019m0726t023657.nc,8/29/2008,7/26/2019,molecules/cm²,3.56E+15,-5.84E+18,2.58E+18,0.13,-217.03,95.71,8.75,173.27,4.45,152.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0828_v003-2019m0726t024259.nc,8/28/2008,7/26/2019,molecules/cm²,3.619E+15,-7.78E+18,5.58E+18,0.13,-289.15,207.36,7.65,31.76,42.35,81.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0827_v003-2019m0726t025241.nc,8/27/2008,7/26/2019,molecules/cm²,3.601E+15,-6.45E+18,1.78E+18,0.13,-239.78,66,6.25,170.87,35.15,-4.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0826_v003-2019m0726t024704.nc,8/26/2008,7/26/2019,molecules/cm²,3.532E+15,-8.08E+18,3.27E+18,0.13,-300.48,121.56,9.85,82.07,30.45,81.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0825_v003-2019m0726t024428.nc,8/25/2008,7/26/2019,molecules/cm²,3.998E+15,-7.50E+18,3.14E+18,0.15,-278.64,116.55,-5.75,145.67,6.05,22.86
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0824_v003-2019m0726t024605.nc,8/24/2008,7/26/2019,molecules/cm²,3.727E+15,-7.28E+18,4.03E+18,0.14,-270.45,149.95,39.45,-76.94,41.75,75.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0823_v003-2019m0726t024841.nc,8/23/2008,7/26/2019,molecules/cm²,3.264E+15,-6.20E+18,2.76E+18,0.12,-230.3,102.7,29.05,85.17,30.05,-108.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0822_v003-2019m0726t024852.nc,8/22/2008,7/26/2019,molecules/cm²,3.351E+15,-6.36E+18,1.70E+18,0.12,-236.29,63.08,10.95,124.97,47.75,-3.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0821_v003-2019m0726t023921.nc,8/21/2008,7/26/2019,molecules/cm²,3.554E+15,-4.92E+18,2.02E+18,0.13,-182.78,75.04,4.85,-60.54,-2.05,142.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0820_v003-2019m0726t025421.nc,8/20/2008,7/26/2019,molecules/cm²,3.512E+15,-4.94E+18,3.15E+18,0.13,-183.66,116.98,35.15,66.57,-7.65,-78.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0819_v003-2019m0726t023810.nc,8/19/2008,7/26/2019,molecules/cm²,3.38E+15,-6.45E+18,2.01E+18,0.13,-239.84,74.62,42.55,0.96,10.25,37.46
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0818_v003-2019m0726t025402.nc,8/18/2008,7/26/2019,molecules/cm²,3.297E+15,-5.49E+18,2.69E+18,0.12,-203.93,99.8,32.35,88.97,32.95,93.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0817_v003-2019m0726t025639.nc,8/17/2008,7/26/2019,molecules/cm²,3.429E+15,-5.81E+18,5.87E+17,0.13,-216.13,21.82,6.45,-67.04,41.95,71.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0816_v003-2019m0726t024931.nc,8/16/2008,7/26/2019,molecules/cm²,3.333E+15,-8.00E+18,2.12E+18,0.12,-297.51,78.66,-10.65,-76.24,38.65,39.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0815_v003-2019m0726t024758.nc,8/15/2008,7/26/2019,molecules/cm²,3.409E+15,-5.02E+18,1.31E+18,0.13,-186.62,48.78,42.75,43.86,8.95,105.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0814_v003-2019m0726t025532.nc,8/14/2008,7/26/2019,molecules/cm²,3.563E+15,-8.17E+18,2.83E+18,0.13,-303.55,105.18,29.05,84.57,-8.85,-167.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0813_v003-2019m0726t023428.nc,8/13/2008,7/26/2019,molecules/cm²,3.289E+15,-8.08E+18,1.53E+18,0.12,-300.53,56.82,-14.55,-69.64,61.75,87.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0812_v003-2019m0726t023754.nc,8/12/2008,7/26/2019,molecules/cm²,3.175E+15,-5.36E+18,1.47E+18,0.12,-199.29,54.8,50.95,-73.84,33.05,132.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0811_v003-2019m0726t023755.nc,8/11/2008,7/26/2019,molecules/cm²,3.242E+15,-5.61E+18,1.99E+18,0.12,-208.53,73.87,-14.15,-71.94,41.05,43.16
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0810_v003-2019m0726t025109.nc,8/10/2008,7/26/2019,molecules/cm²,3.22E+15,-4.27E+18,7.59E+17,0.12,-158.87,28.23,3.45,33.96,9.45,-66.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0809_v003-2019m0726t023715.nc,8/9/2008,7/26/2019,molecules/cm²,3.272E+15,-5.79E+18,1.76E+18,0.12,-215.17,65.29,29.15,89.37,19.75,-103.45
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0808_v003-2019m0726t022825.nc,8/8/2008,7/26/2019,molecules/cm²,3.067E+15,-2.95E+18,1.41E+18,0.11,-109.6,52.57,56.25,-133.55,-8.75,-62.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0807_v003-2019m0726t022830.nc,8/7/2008,7/26/2019,molecules/cm²,3.386E+15,-4.57E+18,1.22E+18,0.13,-169.71,45.26,4.15,115.87,-1.35,120.37
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0806_v003-2019m0726t023808.nc,8/6/2008,7/26/2019,molecules/cm²,3.449E+15,-5.90E+18,1.18E+18,0.13,-219.27,43.71,25.35,-74.94,39.35,72.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0805_v003-2019m0726t025004.nc,8/5/2008,7/26/2019,molecules/cm²,3.512E+15,-5.51E+18,1.05E+18,0.13,-204.82,39.16,37.65,-119.35,39.75,-89.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0804_v003-2019m0726t023545.nc,8/4/2008,7/26/2019,molecules/cm²,3.25E+15,-6.48E+18,1.44E+18,0.12,-240.73,53.62,43.25,89.97,-14.25,-71.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0803_v003-2019m0726t023710.nc,8/3/2008,7/26/2019,molecules/cm²,3.314E+15,-3.64E+18,1.22E+18,0.12,-135.19,45.45,35.45,52.66,8.25,-60.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0802_v003-2019m0726t023659.nc,8/2/2008,7/26/2019,molecules/cm²,3.298E+15,-6.03E+18,2.71E+18,0.12,-224.3,100.86,40.45,38.36,-14.15,-69.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0801_v003-2019m0726t023341.nc,8/1/2008,7/26/2019,molecules/cm²,3.406E+15,-5.42E+18,1.53E+18,0.13,-201.56,57.01,40.15,73.87,38.65,67.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0731_v003-2019m0726t023654.nc,7/31/2008,7/26/2019,molecules/cm²,3.538E+15,-3.77E+18,1.15E+18,0.13,-140.12,42.8,8.25,116.47,30.95,-8.64
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0730_v003-2019m0726t023820.nc,7/30/2008,7/26/2019,molecules/cm²,3.355E+15,-4.66E+18,8.50E+17,0.12,-173.31,31.58,34.05,46.86,22.55,-103.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0729_v003-2019m0726t023253.nc,7/29/2008,7/26/2019,molecules/cm²,3.361E+15,-8.21E+18,1.38E+18,0.12,-305.07,51.25,36.85,-90.54,33.05,86.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0728_v003-2019m0726t023741.nc,7/28/2008,7/26/2019,molecules/cm²,3.529E+15,-8.75E+18,1.76E+18,0.13,-325.22,65.5,-23.45,-65.84,-14.25,-71.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0727_v003-2019m0726t023625.nc,7/27/2008,7/26/2019,molecules/cm²,3.797E+15,-7.52E+18,2.65E+18,0.14,-279.41,98.36,-3.85,138.47,44.05,6.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0726_v003-2019m0726t023808.nc,7/26/2008,7/26/2019,molecules/cm²,3.489E+15,-4.97E+18,2.22E+18,0.13,-184.88,82.47,30.35,-7.54,9.55,25.46
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0725_v003-2019m0726t023704.nc,7/25/2008,7/26/2019,molecules/cm²,3.559E+15,-5.92E+18,2.35E+18,0.13,-219.9,87.39,30.95,101.67,7.65,-62.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0724_v003-2019m0726t023114.nc,7/24/2008,7/26/2019,molecules/cm²,4.554E+15,-4.76E+18,1.33E+18,0.17,-176.77,49.37,0.35,-53.14,3.75,23.46
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0723_v003-2019m0726t023411.nc,7/23/2008,7/26/2019,molecules/cm²,4.036E+15,-5.92E+18,1.20E+18,0.15,-219.9,44.7,50.85,93.47,36.75,101.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0722_v003-2019m0726t023707.nc,7/22/2008,7/26/2019,molecules/cm²,3.59E+15,-5.11E+18,2.16E+18,0.13,-189.79,80.22,13.45,-8.84,43.15,-112.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0721_v003-2019m0726t024046.nc,7/21/2008,7/26/2019,molecules/cm²,3.584E+15,-6.42E+18,1.61E+18,0.13,-238.47,59.9,38.85,68.47,38.25,98.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0720_v003-2019m0726t022614.nc,7/20/2008,7/26/2019,molecules/cm²,3.464E+15,-7.89E+18,1.42E+18,0.13,-293.18,52.81,41.95,128.07,-0.55,-55.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2008m0719_v003-2019m0726t023141.nc,7/19/2008,7/26/2019,molecules/cm²,3.671E+15,-5.64E+18,8.76E+17,0.14,-209.52,32.56,40.25,66.27,-13.85,-71.04
