Dataset,File,date,processing_timestamp,Units,HCHO_Mean (molecules/cm²),HCHO_Min (molecules/cm²),HCHO_Max (molecules/cm²),HCHO_Mean (DU),HCHO_Min (DU),HCHO_Max (DU),Min_Lat,Min_Lon,Max_Lat,Max_Lon
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1209_v003-2019m0726t151705.nc,12/9/2017,7/26/2019,molecules/cm²,-4.476E+15,-9.89E+18,2.35E+18,-0.17,-367.7,87.43,-1.75,127.37,-2.55,78.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1208_v003-2019m0726t150225.nc,12/8/2017,7/26/2019,molecules/cm²,-2.238E+15,-9.99E+18,4.38E+18,-0.08,-371.36,162.82,-19.75,-51.34,14.05,139.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1207_v003-2019m0726t151254.nc,12/7/2017,7/26/2019,molecules/cm²,-2.565E+15,-9.66E+18,4.75E+18,-0.1,-359.27,176.61,-11.85,38.96,33.25,87.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1206_v003-2019m0726t151929.nc,12/6/2017,7/26/2019,molecules/cm²,-2.544E+15,-9.91E+18,3.24E+18,-0.09,-368.4,120.4,-3.95,122.27,-17.65,-34.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1205_v003-2019m0726t150321.nc,12/5/2017,7/26/2019,molecules/cm²,-2.202E+15,-9.69E+18,3.15E+18,-0.08,-360.38,116.91,-24.45,-67.14,11.65,-149.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1204_v003-2019m0726t150410.nc,12/4/2017,7/26/2019,molecules/cm²,-7.109E+15,-9.91E+18,2.60E+18,-0.26,-368.54,96.54,28.75,102.07,-0.45,9.26
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1203_v003-2019m0726t150641.nc,12/3/2017,7/26/2019,molecules/cm²,-4.209E+15,-9.97E+18,3.06E+18,-0.16,-370.66,113.83,26.55,-105.95,9.35,165.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1202_v003-2019m0726t150844.nc,12/2/2017,7/26/2019,molecules/cm²,-924700000000000,-9.45E+18,9.96E+18,-0.03,-351.41,370.08,16.75,-94.34,-49.45,-152.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1201_v003-2019m0726t150814.nc,12/1/2017,7/26/2019,molecules/cm²,233400000000000,-9.57E+18,2.74E+18,0.01,-355.81,101.73,-9.75,23.36,2.05,90.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1130_v003-2019m0726t151330.nc,11/30/2017,7/26/2019,molecules/cm²,89890000000000,-9.51E+18,9.77E+18,0,-353.35,363.07,-21.35,-62.74,-39.95,-133.55
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1129_v003-2019m0726t150827.nc,11/29/2017,7/26/2019,molecules/cm²,-1.79E+15,-9.77E+18,8.34E+18,-0.07,-363.17,310.17,-33.85,49.46,-58.25,-15.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1128_v003-2019m0726t145658.nc,11/28/2017,7/26/2019,molecules/cm²,-2.394E+15,-9.47E+18,7.42E+18,-0.09,-351.96,275.87,31.85,68.27,-12.65,30.26
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1127_v003-2019m0726t150225.nc,11/27/2017,7/26/2019,molecules/cm²,-1.07E+15,-9.74E+18,9.91E+18,-0.04,-362.2,368.49,-33.35,-57.64,0.15,32.26
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1126_v003-2019m0726t145711.nc,11/26/2017,7/26/2019,molecules/cm²,-1.926E+15,-9.89E+18,8.90E+18,-0.07,-367.48,330.82,-17.95,128.27,25.65,-168.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1125_v003-2019m0726t150125.nc,11/25/2017,7/26/2019,molecules/cm²,-1.59E+15,-9.95E+18,8.90E+18,-0.06,-369.97,330.82,-19.15,137.27,25.65,-168.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1124_v003-2019m0726t150820.nc,11/24/2017,7/26/2019,molecules/cm²,-1.929E+15,-1.00E+19,8.55E+18,-0.07,-371.88,317.7,-14.15,-72.74,9.15,-160.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1123_v003-2019m0726t150836.nc,11/23/2017,7/26/2019,molecules/cm²,-976500000000000,-9.85E+18,9.61E+18,-0.04,-366.11,357.4,3.75,76.77,-27.25,-173.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1122_v003-2019m0726t150139.nc,11/22/2017,7/26/2019,molecules/cm²,-740000000000000,-9.46E+18,7.60E+18,-0.03,-351.64,282.65,-15.65,139.67,-57.05,-140.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1121_v003-2019m0726t150739.nc,11/21/2017,7/26/2019,molecules/cm²,-1.142E+15,-9.68E+18,9.18E+18,-0.04,-359.85,341.2,-18.15,133.27,-1.55,121.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1120_v003-2019m0726t150827.nc,11/20/2017,7/26/2019,molecules/cm²,-2.023E+15,-9.75E+18,7.99E+18,-0.08,-362.53,296.87,-14.45,-54.74,-9.05,10.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1119_v003-2019m0726t145649.nc,11/19/2017,7/26/2019,molecules/cm²,-594300000000000,-9.93E+18,9.08E+18,-0.02,-369.11,337.5,-25.45,131.47,-8.95,121.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1118_v003-2019m0726t150127.nc,11/18/2017,7/26/2019,molecules/cm²,-2.104E+15,-9.95E+18,9.47E+18,-0.08,-369.98,352.2,25.75,-118.65,0.15,31.76
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1117_v003-2019m0726t150055.nc,11/17/2017,7/26/2019,molecules/cm²,-666800000000000,-9.73E+18,9.56E+18,-0.02,-361.82,355.3,-1.15,30.56,-8.15,-160.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1116_v003-2019m0726t150702.nc,11/16/2017,7/26/2019,molecules/cm²,-1.598E+15,-9.83E+18,8.85E+18,-0.06,-365.35,329.07,-4.25,66.67,-19.25,162.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1115_v003-2019m0726t150015.nc,11/15/2017,7/26/2019,molecules/cm²,-445500000000000,-9.78E+18,5.10E+18,-0.02,-363.55,189.52,1.35,20.96,-25.15,120.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1114_v003-2019m0726t150648.nc,11/14/2017,7/26/2019,molecules/cm²,-774600000000000,-9.97E+18,3.29E+18,-0.03,-370.62,122.43,19.65,-98.15,-26.35,-149.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1113_v003-2019m0726t145545.nc,11/13/2017,7/26/2019,molecules/cm²,-1.516E+15,-9.82E+18,8.54E+18,-0.06,-364.91,317.46,30.95,81.17,-17.55,144.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1112_v003-2019m0726t150625.nc,11/12/2017,7/26/2019,molecules/cm²,-1.085E+15,-9.93E+18,7.05E+18,-0.04,-369.07,262.07,-1.95,29.36,18.85,97.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1111_v003-2019m0726t145626.nc,11/11/2017,7/26/2019,molecules/cm²,-719100000000000,-9.99E+18,7.44E+18,-0.03,-371.49,276.66,-14.25,-58.94,33.95,79.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1110_v003-2019m0726t150102.nc,11/10/2017,7/26/2019,molecules/cm²,-480500000000000,-9.92E+18,5.46E+18,-0.02,-368.68,203.03,-1.45,122.87,24.75,-167.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1109_v003-2019m0726t150708.nc,11/9/2017,7/26/2019,molecules/cm²,-330600000000000,-9.94E+18,9.64E+18,-0.01,-369.6,358.29,1.55,17.36,14.65,-91.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1108_v003-2019m0726t150601.nc,11/8/2017,7/26/2019,molecules/cm²,-5168000000000,-9.95E+18,8.49E+18,0,-369.89,315.57,29.75,87.47,-49.65,109.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1107_v003-2019m0726t145750.nc,11/7/2017,7/26/2019,molecules/cm²,482600000000000,-9.79E+18,9.69E+18,0.02,-364.07,360.07,2.25,14.16,29.95,92.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1106_v003-2019m0726t145929.nc,11/6/2017,7/26/2019,molecules/cm²,-177700000000000,-9.76E+18,3.43E+18,-0.01,-362.87,127.39,36.45,108.87,-14.55,-56.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1105_v003-2019m0726t150046.nc,11/5/2017,7/26/2019,molecules/cm²,21080000000000,-9.53E+18,7.96E+18,0,-354.37,295.98,-2.35,110.87,-65.05,113.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1104_v003-2019m0726t150759.nc,11/4/2017,7/26/2019,molecules/cm²,-21020000000000,-9.80E+18,9.42E+18,0,-364.19,350.13,28.55,83.67,-32.55,-50.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1103_v003-2019m0726t145753.nc,11/3/2017,7/26/2019,molecules/cm²,872600000000000,-9.99E+18,4.55E+18,0.03,-371.4,169.26,-33.85,-63.94,-43.35,61.96
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1102_v003-2019m0726t145429.nc,11/2/2017,7/26/2019,molecules/cm²,-2.074E+15,-9.53E+18,1.87E+18,-0.08,-354.31,69.32,-27.25,-145.55,-29.65,-147.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1101_v003-2019m0726t145122.nc,11/1/2017,7/26/2019,molecules/cm²,-980200000000000,-9.83E+18,8.01E+18,-0.04,-365.33,297.8,-46.65,-67.44,-37.45,156.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1031_v003-2019m0726t145207.nc,10/31/2017,7/26/2019,molecules/cm²,1.083E+15,-9.91E+18,7.59E+18,0.04,-368.2,282.22,-15.05,136.97,-41.65,20.06
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1030_v003-2019m0726t150113.nc,10/30/2017,7/26/2019,molecules/cm²,949700000000000,-9.94E+18,5.70E+18,0.04,-369.47,211.99,-14.65,-57.34,-52.85,-138.45
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1029_v003-2019m0726t150219.nc,10/29/2017,7/26/2019,molecules/cm²,995800000000000,-9.77E+18,3.47E+18,0.04,-363.29,129.01,-0.75,105.47,0.95,-71.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1028_v003-2019m0726t145241.nc,10/28/2017,7/26/2019,molecules/cm²,269200000000000,-9.32E+18,3.95E+18,0.01,-346.41,146.91,-40.05,-64.34,23.45,82.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1027_v003-2019m0726t145556.nc,10/27/2017,7/26/2019,molecules/cm²,24500000000000,-9.92E+18,8.88E+18,0,-368.84,330.07,-15.15,29.56,-12.35,-72.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1026_v003-2019m0726t145626.nc,10/26/2017,7/26/2019,molecules/cm²,152800000000000,-9.92E+18,2.51E+17,0.01,-368.6,9.32,5.05,-60.14,-46.55,-104.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1025_v003-2019m0726t145341.nc,10/25/2017,7/26/2019,molecules/cm²,704700000000000,-9.80E+18,2.10E+18,0.03,-364.13,77.94,-6.05,150.67,-58.15,162.87
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1024_v003-2019m0726t145243.nc,10/24/2017,7/26/2019,molecules/cm²,892500000000000,-9.92E+18,2.73E+18,0.03,-368.85,101.44,31.75,77.97,-56.85,-162.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1023_v003-2019m0726t145135.nc,10/23/2017,7/26/2019,molecules/cm²,677600000000000,-9.71E+18,9.52E+18,0.03,-360.94,353.82,-10.15,124.07,-41.75,-91.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1022_v003-2019m0726t145057.nc,10/22/2017,7/26/2019,molecules/cm²,1.177E+15,-9.47E+18,3.19E+18,0.04,-351.87,118.53,12.55,-92.74,10.25,179.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1021_v003-2019m0726t145118.nc,10/21/2017,7/26/2019,molecules/cm²,1.025E+15,-9.65E+18,2.87E+18,0.04,-358.74,106.52,13.35,41.86,55.55,74.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1020_v003-2019m0726t145033.nc,10/20/2017,7/26/2019,molecules/cm²,345800000000000,-9.98E+18,4.15E+18,0.01,-370.88,154.08,-10.75,-66.14,28.55,92.97
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1019_v003-2019m0726t145500.nc,10/19/2017,7/26/2019,molecules/cm²,830200000000000,-9.82E+18,6.29E+18,0.03,-365.15,233.63,-11.85,24.76,-14.25,142.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1018_v003-2019m0726t150108.nc,10/18/2017,7/26/2019,molecules/cm²,608200000000000,-9.89E+18,8.03E+18,0.02,-367.66,298.34,-5.75,34.06,19.75,-101.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1017_v003-2019m0726t145529.nc,10/17/2017,7/26/2019,molecules/cm²,1.285E+15,-9.94E+18,6.59E+18,0.05,-369.37,245.01,22.95,5.96,-3.25,87.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1016_v003-2019m0726t145514.nc,10/16/2017,7/26/2019,molecules/cm²,inf,-9.60E+18,inf,inf,-356.68,inf,10.35,69.17,-33.15,-91.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1015_v003-2019m0726t145543.nc,10/15/2017,7/26/2019,molecules/cm²,1.74E+30,-1.00E+19,2.88E+36,64698306179849,-371.58,1.07E+20,9.55,162.47,21.85,-168.65
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1014_v003-2019m0726t145353.nc,10/14/2017,7/26/2019,molecules/cm²,127900000000000,-9.56E+18,9.86E+18,0,-355.29,366.69,-19.45,-67.64,-53.35,59.56
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1013_v003-2019m0726t150128.nc,10/13/2017,7/26/2019,molecules/cm²,483500000000000,-9.98E+18,7.88E+18,0.02,-371.11,293.05,45.15,-106.75,3.45,-18.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1012_v003-2019m0726t145346.nc,10/12/2017,7/26/2019,molecules/cm²,891800000000000,-9.18E+18,9.69E+18,0.03,-341.35,360.31,15.55,-108.85,4.95,-61.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1011_v003-2019m0726t145546.nc,10/11/2017,7/26/2019,molecules/cm²,348400000000000,-9.81E+18,8.75E+18,0.01,-364.85,325.36,-7.75,36.06,22.55,-30.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1010_v003-2019m0726t145548.nc,10/10/2017,7/26/2019,molecules/cm²,917200000000000,-9.66E+18,9.34E+18,0.03,-359.01,347.04,37.45,101.87,18.65,177.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1009_v003-2019m0726t145129.nc,10/9/2017,7/26/2019,molecules/cm²,665700000000000,-1.00E+19,7.72E+18,0.02,-371.74,286.99,-15.45,-72.64,-26.35,75.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1008_v003-2019m0726t145353.nc,10/8/2017,7/26/2019,molecules/cm²,433000000000000,-9.98E+18,8.22E+18,0.02,-370.83,305.4,1.25,-64.64,-45.05,-101.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1007_v003-2019m0726t144809.nc,10/7/2017,7/26/2019,molecules/cm²,inf,-9.84E+18,inf,inf,-365.85,inf,26.95,-172.75,-19.95,175.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1006_v003-2019m0726t145145.nc,10/6/2017,7/26/2019,molecules/cm²,-1.321E+15,-9.87E+18,7.18E+18,-0.05,-366.92,266.98,-3.45,132.97,20.05,170.47
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1005_v003-2019m0726t144910.nc,10/5/2017,7/26/2019,molecules/cm²,397600000000000,-9.52E+18,2.20E+18,0.01,-353.81,81.95,3.55,17.56,23.05,-64.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1004_v003-2019m0726t145215.nc,10/4/2017,7/26/2019,molecules/cm²,618100000000000,-9.93E+18,7.63E+18,0.02,-369.17,283.63,-11.35,132.07,34.55,14.66
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1003_v003-2019m0726t144413.nc,10/3/2017,7/26/2019,molecules/cm²,-1.254E+15,-9.62E+18,9.38E+18,-0.05,-357.55,348.74,-11.35,19.06,-35.55,-167.95
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1002_v003-2019m0726t145450.nc,10/2/2017,7/26/2019,molecules/cm²,20870000000000,-9.88E+18,2.83E+18,0,-367.23,105.24,9.55,22.16,40.65,134.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m1001_v003-2019m0726t144526.nc,10/1/2017,7/26/2019,molecules/cm²,194300000000000,-9.65E+18,6.20E+18,0.01,-358.75,230.35,40.55,48.36,-1.05,132.57
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0930_v003-2019m0726t144625.nc,9/30/2017,7/26/2019,molecules/cm²,1.338E+15,-9.94E+18,1.91E+18,0.05,-369.42,70.9,23.75,138.77,5.75,-55.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0929_v003-2019m0726t145553.nc,9/29/2017,7/26/2019,molecules/cm²,498500000000000,-9.93E+18,5.80E+18,0.02,-369.19,215.49,61.95,-118.45,38.55,-79.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0928_v003-2019m0726t144519.nc,9/28/2017,7/26/2019,molecules/cm²,-362200000000000,-9.59E+18,5.56E+18,-0.01,-356.67,206.6,41.45,129.87,20.15,-86.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0927_v003-2019m0726t144525.nc,9/27/2017,7/26/2019,molecules/cm²,-1.951E+15,-1.00E+19,6.75E+18,-0.07,-371.98,250.89,24.05,-1.64,12.25,-49.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0926_v003-2019m0726t144851.nc,9/26/2017,7/26/2019,molecules/cm²,-1.74E+15,-9.96E+18,2.84E+18,-0.06,-370.25,105.45,4.95,-11.04,-44.85,170.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0925_v003-2019m0726t145554.nc,9/25/2017,7/26/2019,molecules/cm²,-834100000000000,-9.91E+18,9.78E+18,-0.03,-368.37,363.43,-15.45,-60.74,-50.15,140.17
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0924_v003-2019m0726t144531.nc,9/24/2017,7/26/2019,molecules/cm²,-1.224E+15,-9.84E+18,3.11E+18,-0.05,-365.96,115.48,-1.85,111.97,-1.95,110.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0923_v003-2019m0726t145615.nc,9/23/2017,7/26/2019,molecules/cm²,-1.524E+15,-9.94E+18,5.92E+18,-0.06,-369.43,220.22,11.55,78.87,26.35,-130.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0922_v003-2019m0726t145219.nc,9/22/2017,7/26/2019,molecules/cm²,-526000000000000,-9.38E+18,6.18E+18,-0.02,-348.6,229.67,15.35,-91.04,-7.15,-110.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0921_v003-2019m0726t144831.nc,9/21/2017,7/26/2019,molecules/cm²,968300000000000,-9.83E+18,9.20E+18,0.04,-365.54,342.01,43.35,-88.04,-14.15,-73.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0920_v003-2019m0726t144919.nc,9/20/2017,7/26/2019,molecules/cm²,427300000000000,-9.92E+18,8.90E+18,0.02,-368.77,331.01,7.25,28.86,5.95,32.26
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0919_v003-2019m0726t144900.nc,9/19/2017,7/26/2019,molecules/cm²,-1.684E+15,-1.00E+19,8.21E+18,-0.06,-371.9,305.27,13.05,38.26,-3.95,-28.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0918_v003-2019m0726t144938.nc,9/18/2017,7/26/2019,molecules/cm²,-2.993E+15,-9.91E+18,1.95E+18,-0.11,-368.48,72.39,3.95,28.86,-45.15,-82.44
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0917_v003-2019m0726t144639.nc,9/17/2017,7/26/2019,molecules/cm²,1.617E+15,-9.98E+18,1.86E+17,0.06,-370.96,6.9,5.75,89.47,-16.85,-70.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0916_v003-2019m0726t145229.nc,9/16/2017,7/26/2019,molecules/cm²,1.493E+15,-9.89E+18,8.68E+18,0.06,-367.67,322.78,34.25,92.07,-19.95,-68.34
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0915_v003-2019m0726t144604.nc,9/15/2017,7/26/2019,molecules/cm²,-9.87E+15,-9.93E+18,3.70E+18,-0.37,-369.26,137.44,4.25,86.87,-42.15,146.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0914_v003-2019m0726t144533.nc,9/14/2017,7/26/2019,molecules/cm²,-3.246E+15,-9.79E+18,4.12E+17,-0.12,-363.96,15.31,-11.85,-66.74,-11.65,-76.94
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0913_v003-2019m0726t145247.nc,9/13/2017,7/26/2019,molecules/cm²,-2.147E+15,-9.58E+18,2.65E+18,-0.08,-356.2,98.66,39.45,73.97,17.75,172.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0912_v003-2019m0726t144552.nc,9/12/2017,7/26/2019,molecules/cm²,-364000000000000,-9.33E+18,2.60E+18,-0.01,-346.95,96.46,13.05,89.37,-1.65,-166.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0911_v003-2019m0726t144339.nc,9/11/2017,7/26/2019,molecules/cm²,291400000000000,-9.97E+18,2.52E+18,0.01,-370.63,93.53,1.45,177.17,38.15,-165.75
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0910_v003-2019m0726t144033.nc,9/10/2017,7/26/2019,molecules/cm²,inf,-9.84E+18,inf,inf,-365.87,inf,-5.65,19.46,10.25,-170.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0909_v003-2019m0726t144820.nc,9/9/2017,7/26/2019,molecules/cm²,-1.094E+15,-9.88E+18,8.50E+18,-0.04,-367.42,315.82,-19.55,-68.04,26.95,139.07
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0908_v003-2019m0726t144320.nc,9/8/2017,7/26/2019,molecules/cm²,569400000000000,-9.80E+18,2.22E+17,0.02,-364.14,8.27,-26.95,-53.74,-12.75,-75.84
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0907_v003-2019m0726t144153.nc,9/7/2017,7/26/2019,molecules/cm²,445100000000000,-9.86E+18,9.95E+18,0.02,-366.49,369.8,7.35,-68.94,-57.45,-82.74
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0906_v003-2019m0726t144003.nc,9/6/2017,7/26/2019,molecules/cm²,59610000000000,-1.00E+19,7.03E+18,0,-371.99,261.4,12.55,30.36,15.15,-73.24
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0905_v003-2019m0726t144828.nc,9/5/2017,7/26/2019,molecules/cm²,-971500000000000,-9.87E+18,7.78E+18,-0.04,-366.73,289.14,1.25,19.96,10.75,38.86
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0904_v003-2019m0726t144205.nc,9/4/2017,7/26/2019,molecules/cm²,-296000000000000,-9.84E+18,4.50E+17,-0.01,-365.66,16.71,38.15,47.76,-14.55,-71.54
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0903_v003-2019m0726t144005.nc,9/3/2017,7/26/2019,molecules/cm²,-1.552E+15,-9.31E+18,3.76E+17,-0.06,-345.97,13.99,34.55,-116.15,71.15,178.67
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0902_v003-2019m0726t144215.nc,9/2/2017,7/26/2019,molecules/cm²,-3.382E+15,-9.57E+18,8.62E+18,-0.13,-355.69,320.43,28.65,91.97,27.95,-164.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0901_v003-2019m0726t144928.nc,9/1/2017,7/26/2019,molecules/cm²,-837800000000000,-9.73E+18,4.77E+18,-0.03,-361.55,177.21,36.95,105.37,-21.35,-170.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0831_v003-2019m0726t145304.nc,8/31/2017,7/26/2019,molecules/cm²,-3.11E+15,-9.90E+18,9.45E+18,-0.12,-368.15,351.33,-14.85,-69.54,4.35,-162.25
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0830_v003-2019m0726t144512.nc,8/30/2017,7/26/2019,molecules/cm²,892200000000000,-9.61E+18,2.79E+18,0.03,-357.35,103.85,9.45,-13.24,27.85,-179.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0829_v003-2019m0726t144246.nc,8/29/2017,7/26/2019,molecules/cm²,-3.318E+15,-9.89E+18,8.65E+18,-0.12,-367.61,321.61,18.35,-81.94,-24.25,-158.85
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0828_v003-2019m0726t144013.nc,8/28/2017,7/26/2019,molecules/cm²,399900000000000,-9.92E+18,9.56E+18,0.01,-368.63,355.32,32.95,-0.74,-32.05,-171.05
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0827_v003-2019m0726t144521.nc,8/27/2017,7/26/2019,molecules/cm²,-6.944E+15,-9.98E+18,3.11E+17,-0.26,-371.12,11.56,-0.15,70.07,-10.85,-76.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0826_v003-2019m0726t145040.nc,8/26/2017,7/26/2019,molecules/cm²,-1.549E+15,-9.99E+18,5.31E+18,-0.06,-371.45,197.33,42.75,44.56,57.65,159.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0825_v003-2019m0726t144542.nc,8/25/2017,7/26/2019,molecules/cm²,-2.882E+15,-9.81E+18,6.81E+18,-0.11,-364.66,253.05,5.95,-32.74,41.05,78.27
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0824_v003-2019m0726t143942.nc,8/24/2017,7/26/2019,molecules/cm²,-2.766E+15,-9.84E+18,2.84E+18,-0.1,-365.9,105.62,35.55,139.97,16.65,-169.35
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0823_v003-2019m0726t145350.nc,8/23/2017,7/26/2019,molecules/cm²,-445800000000000,-9.96E+18,2.74E+18,-0.02,-370.14,101.7,-1.85,-59.34,-41.45,172.77
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0822_v003-2019m0726t144330.nc,8/22/2017,7/26/2019,molecules/cm²,-173200000000000,-9.76E+18,9.47E+18,-0.01,-362.94,352.16,32.85,91.27,5.45,-76.04
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0821_v003-2019m0726t145420.nc,8/21/2017,7/26/2019,molecules/cm²,736900000000000,-9.86E+18,2.38E+18,0.03,-366.58,88.35,5.55,90.47,39.45,-51.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2017m0820_v003-2019m0726t143911.nc,8/20/2017,7/26/2019,molecules/cm²,-1.711E+15,-9.99E+18,8.57E+18,-0.06,-371.48,318.54,31.55,85.67,22.55,84.67
