Dataset,File,date,processing_timestamp,Units,HCHO_Mean (molecules/cm²),HCHO_Min (molecules/cm²),HCHO_Max (molecules/cm²),HCHO_Mean (DU),HCHO_Min (DU),HCHO_Max (DU),Min_Lat,Min_Lon,Max_Lat,Max_Lon,HCHO_7day_MA
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0724_v003-2019m0725t230131.nc,2006-07-24,7/25/2019,molecules/cm²,3934000000000000.0,-1.11e+18,1.13e+18,0.15,-41.23,42.13,36.65,30.26,54.35,20.96,0.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0725_v003-2019m0725t225627.nc,2006-07-25,7/25/2019,molecules/cm²,3914000000000000.0,-1.01e+18,1.29e+18,0.15,-37.42,48.03,46.05,16.26,37.95,-106.25,0.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0726_v003-2019m0725t225932.nc,2006-07-26,7/25/2019,molecules/cm²,3831000000000000.0,-1.47e+18,9.86e+17,0.14,-54.52,36.63,42.65,1.96,-19.05,44.86,0.1457142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0727_v003-2019m0725t225107.nc,2006-07-27,7/25/2019,molecules/cm²,3918000000000000.0,-1.4e+18,1.35e+18,0.15,-51.87,50.2,39.45,70.27,-17.55,-65.04,0.14714285714285716
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0728_v003-2019m0725t225902.nc,2006-07-28,7/25/2019,molecules/cm²,3773000000000000.0,-1.27e+18,1.46e+18,0.14,-47.33,54.2,43.05,83.67,43.25,81.87,0.14714285714285716
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0729_v003-2019m0725t225137.nc,2006-07-29,7/25/2019,molecules/cm²,3992000000000000.0,-1.27e+18,1.15e+18,0.15,-47.17,42.89,33.25,1.76,12.85,79.67,0.14714285714285716
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0730_v003-2019m0725t224815.nc,2006-07-30,7/25/2019,molecules/cm²,3934000000000000.0,-2.38e+18,1.12e+18,0.15,-88.29,41.67,-11.85,-76.14,-6.35,-50.54,0.14714285714285716
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0731_v003-2019m0725t224735.nc,2006-07-31,7/25/2019,molecules/cm²,3886000000000000.0,-1.67e+18,8.57e+17,0.14,-61.98,31.86,32.65,103.87,9.25,-64.84,0.1457142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0801_v003-2019m0725t225437.nc,2006-08-01,7/25/2019,molecules/cm²,3581000000000000.0,-1.34e+18,1.11e+18,0.13,-49.87,41.23,-14.05,-72.74,44.95,-85.54,0.14285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0802_v003-2019m0725t225920.nc,2006-08-02,7/25/2019,molecules/cm²,3499000000000000.0,-7.04e+17,2.77e+18,0.13,-26.15,103.03,3.85,85.67,-7.05,-58.14,0.14142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0803_v003-2019m0725t231944.nc,2006-08-03,7/25/2019,molecules/cm²,3550000000000000.0,-1.21e+18,1.33e+18,0.13,-44.94,49.31,32.85,97.17,40.75,-81.14,0.1385714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0804_v003-2019m0725t231354.nc,2006-08-04,7/25/2019,molecules/cm²,3482000000000000.0,-1.39e+18,1.23e+18,0.13,-51.56,45.7,-2.75,-79.54,44.95,-93.34,0.13714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0805_v003-2019m0725t231419.nc,2006-08-05,7/25/2019,molecules/cm²,3630000000000000.0,-2.22e+18,1.25e+18,0.13,-82.64,46.56,-17.35,-65.84,33.55,97.57,0.13428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0806_v003-2019m0725t231555.nc,2006-08-06,7/25/2019,molecules/cm²,3497000000000000.0,-8.24e+17,8.29e+17,0.13,-30.63,30.8,40.35,13.66,18.15,-78.24,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0807_v003-2019m0725t231756.nc,2006-08-07,7/25/2019,molecules/cm²,3374000000000000.0,-1.88e+18,2.03e+18,0.13,-69.95,75.62,50.45,122.27,26.95,102.37,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0808_v003-2019m0725t225811.nc,2006-08-08,7/25/2019,molecules/cm²,3614000000000000.0,-4.02e+18,1.28e+18,0.13,-149.27,47.59,-14.75,-70.54,37.35,88.67,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0809_v003-2019m0725t230742.nc,2006-08-09,7/25/2019,molecules/cm²,3498000000000000.0,-1.82e+18,5.43e+17,0.13,-67.68,20.17,52.05,99.87,11.15,-59.74,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0810_v003-2019m0725t225826.nc,2006-08-10,7/25/2019,molecules/cm²,3534000000000000.0,-1.32e+18,4.99e+17,0.13,-48.88,18.56,-2.75,-70.24,18.25,-72.14,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0811_v003-2019m0725t231142.nc,2006-08-11,7/25/2019,molecules/cm²,3711000000000000.0,-9.31e+17,3.81e+17,0.14,-34.61,14.15,41.95,80.17,-19.55,-51.14,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0812_v003-2019m0725t230856.nc,2006-08-12,7/25/2019,molecules/cm²,3678000000000000.0,-1.43e+18,7.29e+17,0.14,-53.15,27.09,39.45,70.27,44.75,-75.54,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0813_v003-2019m0725t230735.nc,2006-08-13,7/25/2019,molecules/cm²,3668000000000000.0,-1.02e+18,4.26e+17,0.14,-37.83,15.83,34.05,135.97,21.65,-80.54,0.13428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0814_v003-2019m0725t230708.nc,2006-08-14,7/25/2019,molecules/cm²,3762000000000000.0,-1.16e+18,4.71e+17,0.14,-43.01,17.5,6.35,78.77,5.55,-63.24,0.13571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0815_v003-2019m0725t230929.nc,2006-08-15,7/25/2019,molecules/cm²,3742000000000000.0,-1.62e+18,3.21e+17,0.14,-60.3,11.93,-15.85,-71.84,32.05,68.27,0.13714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0816_v003-2019m0725t230730.nc,2006-08-16,7/25/2019,molecules/cm²,3728000000000000.0,-1.8e+18,2.23e+17,0.14,-66.74,8.3,22.75,-83.34,6.25,13.86,0.1385714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0817_v003-2019m0725t230824.nc,2006-08-17,7/25/2019,molecules/cm²,3836000000000000.0,-2.02e+18,1.29e+18,0.14,-75.24,47.96,-12.85,-75.24,-17.35,-65.84,0.14
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0818_v003-2019m0725t230944.nc,2006-08-18,7/25/2019,molecules/cm²,4111000000000000.0,-1.24e+18,4.43e+17,0.15,-46.22,16.48,17.55,8.46,32.95,85.07,0.14142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0819_v003-2019m0725t230824.nc,2006-08-19,7/25/2019,molecules/cm²,4355000000000000.0,-1.98e+18,1.25e+17,0.16,-73.43,4.65,46.75,12.06,5.25,55.76,0.1442857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0820_v003-2019m0725t230248.nc,2006-08-20,7/25/2019,molecules/cm²,4712000000000000.0,-9.85e+17,4.18e+17,0.18,-36.62,15.53,11.55,-85.94,-24.25,-51.14,0.15
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0821_v003-2019m0725t230314.nc,2006-08-21,7/25/2019,molecules/cm²,4095000000000000.0,-1.99e+18,2.31e+17,0.15,-73.9,8.6,39.75,72.57,35.25,101.67,0.15142857142857144
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0822_v003-2019m0725t225804.nc,2006-08-22,7/25/2019,molecules/cm²,3730000000000000.0,-1.82e+18,3.75e+17,0.14,-67.66,13.94,39.65,-111.45,37.55,-112.35,0.15142857142857144
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0823_v003-2019m0725t231346.nc,2006-08-23,7/25/2019,molecules/cm²,3769000000000000.0,-1.48e+18,4.26e+17,0.14,-54.9,15.83,37.55,101.07,15.45,-88.64,0.15142857142857144
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0824_v003-2019m0725t225704.nc,2006-08-24,7/25/2019,molecules/cm²,3683000000000000.0,-2.79e+18,6.74e+17,0.14,-103.71,25.05,-16.95,-70.14,-10.25,-76.74,0.15142857142857144
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0825_v003-2019m0725t230741.nc,2006-08-25,7/25/2019,molecules/cm²,1.39e+16,-1.36e+18,1.62e+22,0.52,-50.54,602354.65,42.15,73.27,26.65,-46.94,0.20428571428571432
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0826_v003-2019m0725t231719.nc,2006-08-26,7/25/2019,molecules/cm²,3419000000000000.0,-1.77e+18,3.57e+17,0.13,-65.72,13.28,31.15,90.77,34.55,47.76,0.19999999999999998
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0827_v003-2019m0725t230607.nc,2006-08-27,7/25/2019,molecules/cm²,3523000000000000.0,-5.29e+18,3.23e+17,0.13,-196.68,12.0,-14.25,-70.54,4.05,117.87,0.19285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0828_v003-2019m0725t230913.nc,2006-08-28,7/25/2019,molecules/cm²,3492000000000000.0,-1.51e+18,5.52e+17,0.13,-55.98,20.5,34.85,47.56,-3.35,34.46,0.19
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0829_v003-2019m0725t231755.nc,2006-08-29,7/25/2019,molecules/cm²,3564000000000000.0,-1.92e+18,3.3e+17,0.13,-71.32,12.26,27.45,114.07,-34.95,-69.34,0.18857142857142858
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0830_v003-2019m0725t231226.nc,2006-08-30,7/25/2019,molecules/cm²,3845000000000000.0,-1.15e+18,4.85e+17,0.14,-42.68,18.04,-3.15,35.26,18.15,-65.94,0.1885714285714286
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0831_v003-2019m0725t230250.nc,2006-08-31,7/25/2019,molecules/cm²,3623000000000000.0,-2.45e+18,5.36e+17,0.13,-91.24,19.91,-9.75,-77.24,-27.35,-66.44,0.18714285714285714
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0901_v003-2019m0725t231204.nc,2006-09-01,7/25/2019,molecules/cm²,3884000000000000.0,-3.33e+18,3.54e+17,0.14,-123.66,13.14,7.15,11.96,12.55,37.16,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0902_v003-2019m0725t231647.nc,2006-09-02,7/25/2019,molecules/cm²,3983000000000000.0,-2.48e+18,3.8e+17,0.15,-92.14,14.11,-9.85,-76.94,11.45,121.77,0.13571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0903_v003-2019m0725t230132.nc,2006-09-03,7/25/2019,molecules/cm²,3666000000000000.0,-1e+18,4.04e+17,0.14,-37.2,15.0,29.55,92.07,11.75,-83.24,0.13714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0904_v003-2019m0725t230618.nc,2006-09-04,7/25/2019,molecules/cm²,3510000000000000.0,-1.17e+18,1.03e+18,0.13,-43.46,38.25,35.35,91.27,9.85,-68.94,0.13714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0905_v003-2019m0725t232126.nc,2006-09-05,7/25/2019,molecules/cm²,3382000000000000.0,-7.57e+17,1.08e+18,0.13,-28.14,40.06,22.05,-84.84,-14.45,-74.34,0.13714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0906_v003-2019m0725t230500.nc,2006-09-06,7/25/2019,molecules/cm²,3745000000000000.0,-1.65e+18,6.61e+17,0.14,-61.32,24.56,41.95,71.67,24.65,103.97,0.13714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0907_v003-2019m0725t230751.nc,2006-09-07,7/25/2019,molecules/cm²,3346000000000000.0,-1.38e+18,5.79e+17,0.12,-51.37,21.53,35.25,6.56,19.75,-103.55,0.13571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0908_v003-2019m0725t230353.nc,2006-09-08,7/25/2019,molecules/cm²,3598000000000000.0,-1.02e+18,5.39e+17,0.13,-37.9,20.03,40.45,-6.34,-10.25,-76.34,0.13428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0909_v003-2019m0725t232250.nc,2006-09-09,7/25/2019,molecules/cm²,3528000000000000.0,-1.39e+18,3.44e+17,0.13,-51.62,12.78,8.75,-75.84,20.65,-100.45,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0910_v003-2019m0725t230513.nc,2006-09-10,7/25/2019,molecules/cm²,3415000000000000.0,-1.03e+18,3.58e+17,0.13,-38.15,13.3,35.55,80.07,40.75,-4.14,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0911_v003-2019m0725t230614.nc,2006-09-11,7/25/2019,molecules/cm²,3547000000000000.0,-1.15e+18,5.02e+17,0.13,-42.88,18.65,-10.35,-173.45,31.35,97.77,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0912_v003-2019m0725t230431.nc,2006-09-12,7/25/2019,molecules/cm²,3646000000000000.0,-1.08e+18,3.16e+17,0.14,-40.01,11.76,12.45,-59.44,12.35,-84.74,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0913_v003-2019m0725t230151.nc,2006-09-13,7/25/2019,molecules/cm²,3437000000000000.0,-8.48e+17,1.42e+18,0.13,-31.53,52.81,-27.45,-52.64,-17.55,-65.04,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0914_v003-2019m0725t230443.nc,2006-09-14,7/25/2019,molecules/cm²,3439000000000000.0,-1.22e+18,1.11e+18,0.13,-45.3,41.21,-12.65,19.06,10.85,16.66,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0915_v003-2019m0725t230627.nc,2006-09-15,7/25/2019,molecules/cm²,3594000000000000.0,-1.53e+18,3.42e+17,0.13,-56.71,12.72,36.35,51.56,35.05,103.27,0.13142857142857142
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0916_v003-2019m0725t231954.nc,2006-09-16,7/25/2019,molecules/cm²,3694000000000000.0,-9.45e+17,5.3e+17,0.14,-35.12,19.68,30.95,90.87,-17.25,-68.94,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0917_v003-2019m0725t231710.nc,2006-09-17,7/25/2019,molecules/cm²,3612000000000000.0,-7.12e+17,2.94e+17,0.13,-26.46,10.93,29.45,88.57,21.45,-88.24,0.13285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0918_v003-2019m0725t230303.nc,2006-09-18,7/25/2019,molecules/cm²,3680000000000000.0,-1.5e+18,3.16e+17,0.14,-55.81,11.73,28.15,94.37,14.45,1.36,0.13428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0919_v003-2019m0725t232207.nc,2006-09-19,7/25/2019,molecules/cm²,3662000000000000.0,-2.01e+18,4.45e+17,0.14,-74.72,16.55,-9.75,-76.74,-10.65,-76.04,0.13428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0920_v003-2019m0725t230537.nc,2006-09-20,7/25/2019,molecules/cm²,3786000000000000.0,-9.95e+17,2.39e+17,0.14,-36.98,8.88,18.45,-98.04,36.75,-0.94,0.13571428571428573
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0921_v003-2019m0725t231831.nc,2006-09-21,7/25/2019,molecules/cm²,4121000000000000.0,-1.04e+18,3.46e+17,0.15,-38.58,12.84,38.15,34.46,38.05,37.56,0.13857142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0922_v003-2019m0725t230721.nc,2006-09-22,7/25/2019,molecules/cm²,3748000000000000.0,-9.39e+17,3.17e+17,0.14,-34.9,11.78,21.25,-99.15,11.95,32.76,0.13999999999999999
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0923_v003-2019m0725t230825.nc,2006-09-23,7/25/2019,molecules/cm²,3517000000000000.0,-5.44e+17,7.44e+17,0.13,-20.22,27.64,5.95,16.46,-11.65,-76.24,0.13857142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0924_v003-2019m0725t232337.nc,2006-09-24,7/25/2019,molecules/cm²,3429000000000000.0,-1.19e+18,2.94e+17,0.13,-44.24,10.92,39.85,46.36,40.35,78.47,0.13857142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0925_v003-2019m0725t230550.nc,2006-09-25,7/25/2019,molecules/cm²,3454000000000000.0,-1.1e+18,4.25e+17,0.13,-40.93,15.81,7.05,-75.44,-16.05,-68.44,0.13714285714285715
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0926_v003-2019m0725t232317.nc,2006-09-26,7/25/2019,molecules/cm²,3534000000000000.0,-1.7e+18,4.67e+17,0.13,-63.32,17.34,34.75,73.27,-4.55,141.27,0.1357142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0927_v003-2019m0725t232211.nc,2006-09-27,7/25/2019,molecules/cm²,3429000000000000.0,-1.65e+18,5.35e+17,0.13,-61.47,19.87,-15.25,-71.64,-14.05,-70.74,0.13428571428571429
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0928_v003-2019m0725t232304.nc,2006-09-28,7/25/2019,molecules/cm²,3556000000000000.0,-7.05e+17,3.72e+17,0.13,-26.21,13.81,36.95,34.86,-0.05,37.26,0.13142857142857145
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0929_v003-2019m0725t231727.nc,2006-09-29,7/25/2019,molecules/cm²,3487000000000000.0,-9.4e+17,3.26e+17,0.13,-34.95,12.12,34.25,65.46,-15.65,-111.15,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m0930_v003-2019m0725t232228.nc,2006-09-30,7/25/2019,molecules/cm²,3383000000000000.0,-1.96e+18,3.38e+17,0.13,-72.88,12.57,-10.95,-76.04,-13.75,-72.74,0.13
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1001_v003-2019m0725t232015.nc,2006-10-01,7/25/2019,molecules/cm²,3282000000000000.0,-1.23e+18,2.83e+17,0.12,-45.64,10.52,35.95,51.66,34.75,73.37,0.12857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1002_v003-2019m0725t231353.nc,2006-10-02,7/25/2019,molecules/cm²,3337000000000000.0,-1.05e+18,3.69e+17,0.12,-38.99,13.72,-14.95,20.96,29.65,93.77,0.12714285714285717
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1003_v003-2019m0725t231402.nc,2006-10-03,7/25/2019,molecules/cm²,3358000000000000.0,-2.18e+18,4.72e+17,0.12,-80.95,17.55,9.75,36.26,10.35,-36.44,0.1257142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1004_v003-2019m0725t233119.nc,2006-10-04,7/25/2019,molecules/cm²,3429000000000000.0,-2.3e+18,6.45e+17,0.13,-85.52,23.99,25.05,-101.65,8.95,-47.14,0.12571428571428572
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1005_v003-2019m0725t232202.nc,2006-10-05,7/25/2019,molecules/cm²,3351000000000000.0,-1.23e+18,4.21e+17,0.12,-45.64,15.66,10.75,36.76,-21.75,-51.14,0.12428571428571426
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1006_v003-2019m0725t233132.nc,2006-10-06,7/25/2019,molecules/cm²,3362000000000000.0,-1.12e+18,5.64e+17,0.12,-41.67,20.95,18.85,-99.75,-24.25,-65.54,0.12285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1007_v003-2019m0725t232157.nc,2006-10-07,7/25/2019,molecules/cm²,3430000000000000.0,-1.14e+18,4.04e+17,0.13,-42.53,15.03,7.05,40.56,-14.15,-74.34,0.12285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1008_v003-2019m0725t233213.nc,2006-10-08,7/25/2019,molecules/cm²,3257000000000000.0,-1.53e+18,1.1e+17,0.12,-57.0,4.1,-18.35,-66.24,-17.45,13.06,0.12285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1009_v003-2019m0725t232152.nc,2006-10-09,7/25/2019,molecules/cm²,3337000000000000.0,-1.49e+18,5.18e+17,0.12,-55.39,19.26,-9.95,-76.44,-13.45,-74.64,0.12285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1010_v003-2019m0725t231414.nc,2006-10-10,7/25/2019,molecules/cm²,3231000000000000.0,-1.12e+18,5.58e+17,0.12,-41.63,20.75,-20.25,-58.44,14.85,35.26,0.12285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1012_v003-2019m0725t232142.nc,2006-10-12,7/25/2019,molecules/cm²,3485000000000000.0,-1.39e+18,1.56e+17,0.13,-51.6,5.79,-11.65,16.76,-12.15,-76.44,0.12285714285714285
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1013_v003-2019m0725t232934.nc,2006-10-13,7/25/2019,molecules/cm²,3103000000000000.0,-1.44e+18,2.34e+17,0.12,-53.48,8.68,38.65,68.17,-4.35,-45.24,0.12285714285714287
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1014_v003-2019m0725t232548.nc,2006-10-14,7/25/2019,molecules/cm²,2955000000000000.0,-1.38e+18,2.23e+17,0.11,-51.1,8.28,-20.15,-54.04,17.45,-58.04,0.12142857142857143
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1015_v003-2019m0725t232411.nc,2006-10-15,7/25/2019,molecules/cm²,3020000000000000.0,-1.52e+18,3.26e+17,0.11,-56.61,12.11,11.35,29.76,33.35,100.37,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1016_v003-2019m0725t232439.nc,2006-10-16,7/25/2019,molecules/cm²,3058000000000000.0,-1.43e+18,3.44e+17,0.11,-53.28,12.79,-10.05,-76.24,-27.35,29.36,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1017_v003-2019m0725t233216.nc,2006-10-17,7/25/2019,molecules/cm²,3235000000000000.0,-1.58e+18,2.12e+17,0.12,-58.72,7.88,32.35,101.17,7.15,35.36,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1018_v003-2019m0725t232142.nc,2006-10-18,7/25/2019,molecules/cm²,2903000000000000.0,-2.77e+18,2.22e+17,0.11,-103.09,8.25,-13.35,-72.44,29.85,93.57,0.1157142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1019_v003-2019m0725t231332.nc,2006-10-19,7/25/2019,molecules/cm²,3221000000000000.0,-1.22e+18,3.42e+17,0.12,-45.35,12.73,14.25,-89.14,7.25,13.46,0.11428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1020_v003-2019m0725t231525.nc,2006-10-20,7/25/2019,molecules/cm²,3249000000000000.0,-1.64e+18,3.09e+17,0.12,-60.95,11.48,19.75,-101.25,-11.65,130.57,0.11428571428571428
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1021_v003-2019m0725t232201.nc,2006-10-21,7/25/2019,molecules/cm²,3304000000000000.0,-1.31e+18,2.1e+17,0.12,-48.74,7.82,11.55,38.06,-13.45,-79.84,0.1157142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1022_v003-2019m0725t232800.nc,2006-10-22,7/25/2019,molecules/cm²,3493000000000000.0,-1.53e+18,2.77e+17,0.13,-56.91,10.28,24.25,74.77,-27.35,38.46,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1023_v003-2019m0725t231848.nc,2006-10-23,7/25/2019,molecules/cm²,3351000000000000.0,-1.12e+18,7.39e+17,0.12,-41.74,27.48,4.75,42.56,-14.75,-74.24,0.12
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1024_v003-2019m0725t232135.nc,2006-10-24,7/25/2019,molecules/cm²,3055000000000000.0,-2.16e+18,2.44e+17,0.11,-80.18,9.08,-18.15,-69.14,26.35,103.67,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1025_v003-2019m0725t233143.nc,2006-10-25,7/25/2019,molecules/cm²,3075000000000000.0,-1.91e+18,3.51e+17,0.11,-71.13,13.05,-15.25,-73.54,-11.15,26.96,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1026_v003-2019m0725t232419.nc,2006-10-26,7/25/2019,molecules/cm²,3311000000000000.0,-1.62e+18,2.46e+17,0.12,-60.17,9.12,6.05,35.56,-24.55,-104.25,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1027_v003-2019m0725t232508.nc,2006-10-27,7/25/2019,molecules/cm²,3361000000000000.0,-1.85e+18,2.42e+17,0.12,-68.58,8.98,4.95,98.17,5.55,116.67,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1028_v003-2019m0725t231457.nc,2006-10-28,7/25/2019,molecules/cm²,3183000000000000.0,-2.01e+18,4.09e+17,0.12,-74.65,15.2,-31.55,23.66,-18.75,-53.34,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1029_v003-2019m0725t231434.nc,2006-10-29,7/25/2019,molecules/cm²,3181000000000000.0,-1.05e+18,4.93e+17,0.12,-39.14,18.33,-17.35,126.97,-12.05,33.16,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1030_v003-2019m0725t231515.nc,2006-10-30,7/25/2019,molecules/cm²,3001000000000000.0,-1.09e+18,4.84e+17,0.11,-40.42,17.98,-12.55,16.26,13.05,-106.45,0.1157142857142857
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1031_v003-2019m0725t232117.nc,2006-10-31,7/25/2019,molecules/cm²,3161000000000000.0,-1.57e+18,3.62e+17,0.12,-58.44,13.44,-7.75,-65.14,23.75,102.87,0.11714285714285713
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1101_v003-2019m0725t233245.nc,2006-11-01,7/25/2019,molecules/cm²,3241000000000000.0,-1.16e+18,5.96e+17,0.12,-43.1,22.17,28.45,83.97,25.45,91.57,0.11857142857142856
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1102_v003-2019m0725t232946.nc,2006-11-02,7/25/2019,molecules/cm²,3406000000000000.0,-1.14e+18,2.63e+17,0.13,-42.26,9.78,25.55,98.37,30.25,79.77,0.12000000000000001
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1103_v003-2019m0725t232719.nc,2006-11-03,7/25/2019,molecules/cm²,3331000000000000.0,-9.53e+17,2.43e+17,0.12,-35.44,9.01,-2.75,119.37,2.05,149.27,0.12000000000000001
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1104_v003-2019m0725t232949.nc,2006-11-04,7/25/2019,molecules/cm²,3271000000000000.0,-1.04e+18,3.04e+17,0.12,-38.59,11.31,10.35,-67.34,-11.85,15.36,0.12000000000000001
OMI-Aura,OMI-Aura_L3-OMHCHOd_2006m1105_v003-2019m0725t232916.nc,2006-11-05,7/25/2019,molecules/cm²,3170000000000000.0,-1.05e+18,2.64e+17,0.12,-39.05,9.83,-18.85,26.86,-26.75,-65.74,0.12000000000000001
